"","entrezgene","uniprotswissprot","ensembl_gene_id","external_gene_name","description"
"14142",40517,"","FBgn0010215","alpha-Cat","alpha Catenin [Source:FlyBase;Acc:FBgn0010215]"
"14143",41479,"Q9VGC3","FBgn0037998","Cog1","Component of oligomeric golgi complex 1 [Source:FlyBase;Acc:FBgn0037998]"
"14144",41479,"","FBgn0037998","Cog1","Component of oligomeric golgi complex 1 [Source:FlyBase;Acc:FBgn0037998]"
"14145",41009,"","FBgn0037592","CG11737",""
"14146",3771875,"","FBgn0053920","CG33920",""
"14147",43997,"","FBgn0028371","jbug","jitterbug [Source:FlyBase;Acc:FBgn0028371]"
"14148",41916,"","FBgn0263022","CG43317",""
"14149",NA,"","FBgn0265047","FDY","flagrante delicto Y [Source:FlyBase;Acc:FBgn0265047]"
"14150",33369,"Q9VQ57","FBgn0267972","Der-1","Derlin-1 [Source:FlyBase;Acc:FBgn0267972]"
"14151",14462616,"","FBgn0263760","CG43677",""
"14152",35138,"","FBgn0032713","CG17323",""
"14153",31015,"Q9W5E0","FBgn0025639","Hmt4-20","Histone methyltransferase 4-20 [Source:FlyBase;Acc:FBgn0025639]"
"14154",31497,"Q9W484","FBgn0029798","CG4078",""
"14155",36948,"","FBgn0034210","CG6568",""
"14156",32516,"","FBgn0030679","CG8206",""
"14157",36457,"","FBgn0033808","CG4627",""
"14158",19836197,"","FBgn0266443","CG45073",""
"14159",35273,"","FBgn0032827","CG10481",""
"14160",31303,"P26023","FBgn0003086","Pig1","Pre-intermoult gene 1 [Source:FlyBase;Acc:FBgn0003086]"
"14161",38478,"","FBgn0263832","Rcd5","Reduction in Cnn dots 5 [Source:FlyBase;Acc:FBgn0263832]"
"14162",41250,"","FBgn0037798","CG12817",""
"14163",42172,"","FBgn0038575","CG7208",""
"14164",36383,"","FBgn0027356","Amph","Amphiphysin [Source:FlyBase;Acc:FBgn0027356]"
"14165",33814,"","FBgn0031745","rau",""
"14166",33163,"","FBgn0031214","CG11374",""
"14167",318735,"","FBgn0051437","CG31437",""
"14168",34842,"P43248","FBgn0015546","spel1","spellchecker1 [Source:FlyBase;Acc:FBgn0015546]"
"14169",34817,"Q9V419","FBgn0028940","Cyp28a5",""
"14170",32137,"","FBgn0030338","CG15741",""
"14171",38405,"","FBgn0035430","CG12009",""
"14172",41729,"","FBgn0027563","CG9631",""
"14173",43491,"","FBgn0039680","Cap-D2","CAP-D2 condensin subunit [Source:FlyBase;Acc:FBgn0039680]"
"14174",36368,"","FBgn0033744","Dh44-R2","Diuretic hormone 44 receptor 2 [Source:FlyBase;Acc:FBgn0033744]"
"14175",31588,"P46223","FBgn0014026","RpL7A","Ribosomal protein L7A [Source:FlyBase;Acc:FBgn0014026]"
"14176",35315,"","FBgn0032863","Cdc23","Cell division cycle 23 [Source:FlyBase;Acc:FBgn0032863]"
"14177",3355106,"","FBgn0086378","Alg-2","Apoptosis-linked gene-2 [Source:FlyBase;Acc:FBgn0086378]"
"14178",37095,"","FBgn0034324","CG18538",""
"14179",41756,"Q9VFJ3","FBgn0038233","HtrA2","HTRA2-related serine protease [Source:FlyBase;Acc:FBgn0038233]"
"14180",318946,"","FBgn0051798","CG31798",""
"14181",5740362,"","FBgn0085413","CG34384",""
"14182",5740362,"A8JQ65","FBgn0085413","CG34384",""
"14183",39351,"","FBgn0036224","Rpt4R","Regulatory particle triple-A ATPase 4-related [Source:FlyBase;Acc:FBgn0036224]"
"14184",35649,"","FBgn0260991","Incenp","Inner centromere protein [Source:FlyBase;Acc:FBgn0260991]"
"14185",NA,"","FBgn0267430","Pzl","Piezo-like [Source:FlyBase;Acc:FBgn0267430]"
"14186",32494,"","FBgn0030659","CG9215",""
"14187",32626,"","FBgn0030759","CG13014",""
"14188",33187,"","FBgn0031235","CG13693",""
"14189",34164,"","FBgn0032039","CG13385",""
"14190",246448,"","FBgn0050090","CG30090",""
"14191",318040,"","FBgn0052457","CG32457",""
"14192",318722,"","FBgn0051415","CG31415",""
"14193",32538,"","FBgn0030697","CG8565",""
"14194",326169,"","FBgn0032122","CG31883",""
"14195",31383,"","FBgn0029710","CG3568",""
"14196",38794,"Q9VS34","FBgn0035753","RpL18","Ribosomal protein L18 [Source:FlyBase;Acc:FBgn0035753]"
"14197",33683,"","FBgn0031634","Ir25a","Ionotropic receptor 25a [Source:FlyBase;Acc:FBgn0031634]"
"14198",33683,"E9NA96","FBgn0031634","Ir25a","Ionotropic receptor 25a [Source:FlyBase;Acc:FBgn0031634]"
"14199",41232,"","FBgn0037782","Npc2d","Niemann-Pick type C-2d [Source:FlyBase;Acc:FBgn0037782]"
"14200",43057,"","FBgn0051098","CG31098",""
"14201",43020,"Q9VBW9","FBgn0039283","danr","distal antenna-related [Source:FlyBase;Acc:FBgn0039283]"
"14202",41912,"","FBgn0038365","CG9593",""
"14203",43149,"","FBgn0015269","Nf1","Neurofibromin 1 [Source:FlyBase;Acc:FBgn0015269]"
"14204",32357,"","FBgn0030536","CG11068",""
"14205",5740310,"","FBgn0085428","Nox","NADPH oxidase [Source:FlyBase;Acc:FBgn0085428]"
"14206",38301,"","FBgn0035334","CG8993",""
"14207",40319,"","FBgn0037040","CG12983",""
"14208",3346149,"","FBgn0053542","upd3","unpaired 3 [Source:FlyBase;Acc:FBgn0053542]"
"14209",33102,"","FBgn0031169","CG1494",""
"14210",40370,"","FBgn0005694","Aef1","Adult enhancer factor 1 [Source:FlyBase;Acc:FBgn0005694]"
"14211",40370,"P39413","FBgn0005694","Aef1","Adult enhancer factor 1 [Source:FlyBase;Acc:FBgn0005694]"
"14212",43460,"","FBgn0039654","Brd8","Bromodomain containing 8 [Source:FlyBase;Acc:FBgn0039654]"
"14213",40268,"","FBgn0036997","CG5955",""
"14214",32234,"","FBgn0030425","CG3775",""
"14215",36697,"Q24595","FBgn0004698","Xpc","Xeroderma pigmentosum, complementation group C [Source:FlyBase;Acc:FBgn0004698]"
"14216",36697,"","FBgn0004698","Xpc","Xeroderma pigmentosum, complementation group C [Source:FlyBase;Acc:FBgn0004698]"
"14217",31331,"","FBgn0023215","Mnt",""
"14218",39536,"P13496","FBgn0001108","DCTN1-p150","Dynactin 1, p150 subunit [Source:FlyBase;Acc:FBgn0001108]"
"14219",40876,"","FBgn0028400","Syt4","Synaptotagmin 4 [Source:FlyBase;Acc:FBgn0028400]"
"14220",19834845,"","FBgn0267255","CG45691",""
"14221",32622,"","FBgn0030757","CG9902",""
"14222",43609,"","FBgn0039765","mRpS18C","mitochondrial ribosomal protein S18C [Source:FlyBase;Acc:FBgn0039765]"
"14223",2768850,"","FBgn0053454","CG33454",""
"14224",38648,"Q9VRP5","FBgn0260936","scny","scrawny [Source:FlyBase;Acc:FBgn0260936]"
"14225",38648,"","FBgn0260936","scny","scrawny [Source:FlyBase;Acc:FBgn0260936]"
"14226",43943,"","FBgn0003008","or","orange [Source:FlyBase;Acc:FBgn0003008]"
"14227",32081,"Q9Y1A3","FBgn0027359","Tim8",""
"14228",7354414,"","FBgn0259204","CG42308",""
"14229",326165,"","FBgn0263354","CG42784",""
"14230",37445,"","FBgn0034628","Acox57D-p","acyl-Coenzyme A oxidase at 57D proximal [Source:FlyBase;Acc:FBgn0034628]"
"14231",43864,"O61231","FBgn0024733","RpL10","Ribosomal protein L10 [Source:FlyBase;Acc:FBgn0024733]"
"14232",38560,"","FBgn0035557","CG11353",""
"14233",40362,"","FBgn0052436","CG32436",""
"14234",31464,"","FBgn0029769","frma","fra mauro [Source:FlyBase;Acc:FBgn0029769]"
"14235",39771,"","FBgn0036575","CG5157",""
"14236",34552,"Q9VKJ0","FBgn0040211","hgo","homogentisate 1,2-dioxygenase [Source:FlyBase;Acc:FBgn0040211]"
"14237",39272,"","FBgn0036153","CG7573",""
"14238",46085,"","FBgn0010651","MFS14","Major Facilitator Superfamily Transporter 14 [Source:FlyBase;Acc:FBgn0010651]"
"14239",39313,"","FBgn0015828","TfIIEalpha","Transcription factor IIEalpha [Source:FlyBase;Acc:FBgn0015828]"
"14240",318741,"","FBgn0051446","CG31446",""
"14241",3772213,"Q9Y0V3","FBgn0027358","Tim9b","Translocase of inner membrane 9b [Source:FlyBase;Acc:FBgn0027358]"
"14242",3771851,"","FBgn0053927","CG33927",""
"14243",34549,"Q9VKJ3","FBgn0262647","Nup160","Nucleoporin 160kD [Source:FlyBase;Acc:FBgn0262647]"
"14244",37312,"","FBgn0034510","CG13426",""
"14245",318228,"","FBgn0040028","CG17450",""
"14246",318227,"","FBgn0040028","CG17450",""
"14247",49952,"","FBgn0040028","CG17450",""
"14248",44631,"","FBgn0015010","Ag5r","Antigen 5-related [Source:FlyBase;Acc:FBgn0015010]"
"14249",31090,"","FBgn0024985","CG11448",""
"14250",31090,"O76878","FBgn0024985","CG11448",""
"14251",42729,"","FBgn0039050","CG17110",""
"14252",10178946,"","FBgn0261925","CG42792",""
"14253",36795,"","FBgn0265178","CG44243",""
"14254",42021,"","FBgn0038449","CG17562",""
"14255",39024,"","FBgn0035943","CG5653",""
"14256",36494,"Q7K284","FBgn0033842","cbc","crowded by cid [Source:FlyBase;Acc:FBgn0033842]"
"14257",8674072,"","FBgn0260228","CG42502",""
"14258",33374,"Q9VQ62","FBgn0031381","Npc2a","Niemann-Pick type C-2a [Source:FlyBase;Acc:FBgn0031381]"
"14259",2768967,"","FBgn0036676","CG13028",""
"14260",40887,"Q01644","FBgn0004174","Mst84Dc","Male-specific RNA 84Dc [Source:FlyBase;Acc:FBgn0004174]"
"14261",40653,"Q9NIV1","FBgn0037327","PEK","pancreatic eIF-2alpha kinase [Source:FlyBase;Acc:FBgn0037327]"
"14262",40653,"","FBgn0037327","PEK","pancreatic eIF-2alpha kinase [Source:FlyBase;Acc:FBgn0037327]"
"14263",3771879,"P02255","FBgn0053840","His1:CG33840",""
"14264",3772665,"P02255","FBgn0053840","His1:CG33840",""
"14265",3771910,"P02255","FBgn0053840","His1:CG33840",""
"14266",3771838,"P02255","FBgn0053840","His1:CG33840",""
"14267",3772225,"P02255","FBgn0053840","His1:CG33840",""
"14268",3772702,"P02255","FBgn0053840","His1:CG33840",""
"14269",3772715,"P02255","FBgn0053840","His1:CG33840",""
"14270",3772077,"P02255","FBgn0053840","His1:CG33840",""
"14271",3771803,"P02255","FBgn0053840","His1:CG33840",""
"14272",3771981,"P02255","FBgn0053840","His1:CG33840",""
"14273",3771816,"P02255","FBgn0053840","His1:CG33840",""
"14274",318854,"P02255","FBgn0053840","His1:CG33840",""
"14275",3772409,"P02255","FBgn0053840","His1:CG33840",""
"14276",3771912,"P02255","FBgn0053840","His1:CG33840",""
"14277",3771818,"P02255","FBgn0053840","His1:CG33840",""
"14278",3772004,"P02255","FBgn0053840","His1:CG33840",""
"14279",3772075,"P02255","FBgn0053840","His1:CG33840",""
"14280",32982,"Q9VWD6","FBgn0031060","CG14231",""
"14281",42127,"","FBgn0038535","alt","aluminum tubes [Source:FlyBase;Acc:FBgn0038535]"
"14282",5740837,"","FBgn0085454","CG34425",""
"14283",41133,"","FBgn0037697","GstZ2","Glutathione S transferase Z2 [Source:FlyBase;Acc:FBgn0037697]"
"14284",41133,"Q9VHD2","FBgn0037697","GstZ2","Glutathione S transferase Z2 [Source:FlyBase;Acc:FBgn0037697]"
"14285",3772489,"P02299","FBgn0053839","His3:CG33839",""
"14286",3771723,"P02299","FBgn0053839","His3:CG33839",""
"14287",3772032,"P02299","FBgn0053839","His3:CG33839",""
"14288",3771771,"P02299","FBgn0053839","His3:CG33839",""
"14289",3772517,"P02299","FBgn0053839","His3:CG33839",""
"14290",3772370,"P02299","FBgn0053839","His3:CG33839",""
"14291",3772421,"P02299","FBgn0053839","His3:CG33839",""
"14292",3772607,"P02299","FBgn0053839","His3:CG33839",""
"14293",3772173,"P02299","FBgn0053839","His3:CG33839",""
"14294",3771729,"P02299","FBgn0053839","His3:CG33839",""
"14295",3772619,"P02299","FBgn0053839","His3:CG33839",""
"14296",318847,"P02299","FBgn0053839","His3:CG33839",""
"14297",3772552,"P02299","FBgn0053839","His3:CG33839",""
"14298",3772231,"P02299","FBgn0053839","His3:CG33839",""
"14299",3772518,"P02299","FBgn0053839","His3:CG33839",""
"14300",3772374,"P02299","FBgn0053839","His3:CG33839",""
"14301",3771792,"P02299","FBgn0053839","His3:CG33839",""
"14302",3772191,"P02299","FBgn0053839","His3:CG33839",""
"14303",3772198,"P02299","FBgn0053839","His3:CG33839",""
"14304",3772163,"P02299","FBgn0053839","His3:CG33839",""
"14305",3772149,"P02299","FBgn0053839","His3:CG33839",""
"14306",3772189,"P02299","FBgn0053839","His3:CG33839",""
"14307",3771959,"P02299","FBgn0053839","His3:CG33839",""
"14308",43194,"","FBgn0039428","CG14237",""
"14309",42074,"","FBgn0038486","CG5265",""
"14310",31357,"P28518","FBgn0004832","Xpac","Xeroderma pigmentosum group A-like [Source:FlyBase;Acc:FBgn0004832]"
"14311",36956,"","FBgn0025716","Bap55","Brahma associated protein 55kD [Source:FlyBase;Acc:FBgn0025716]"
"14312",317829,"","FBgn0052026","CG32026",""
"14313",37776,"P56538","FBgn0034915","eIF6","eukaryotic translation initiation factor 6 [Source:FlyBase;Acc:FBgn0034915]"
"14314",39665,"","FBgn0036496","CG7804",""
"14315",34986,"","FBgn0032588","CG5968",""
"14316",32529,"Q9VXP4","FBgn0025809","Paf-AHalpha","Platelet-activating factor acetylhydrolase alpha [Source:FlyBase;Acc:FBgn0025809]"
"14317",33623,"P81913","FBgn0026394","Or24a","Odorant receptor 24a [Source:FlyBase;Acc:FBgn0026394]"
"14318",32981,"P40793","FBgn0010341","Cdc42",""
"14319",14462878,"","FBgn0264748","CG44006",""
"14320",42029,"P48605","FBgn0015019","CCT3","Chaperonin containing TCP1 subunit 3 [Source:FlyBase;Acc:FBgn0015019]"
"14321",46080,"","FBgn0010638","Sec61beta","Sec61 beta subunit [Source:FlyBase;Acc:FBgn0010638]"
"14322",33591,"","FBgn0031560","CG16713",""
"14323",34094,"","FBgn0031976","CG7367",""
"14324",37814,"","FBgn0034943","Fmo-1","Flavin-containing monooxygenase 1 [Source:FlyBase;Acc:FBgn0034943]"
"14325",36834,"","FBgn0034122","CG15711",""
"14326",246656,"","FBgn0050503","CG30503",""
"14327",31249,"","FBgn0011276","HLH3B","Helix loop helix protein 3B [Source:FlyBase;Acc:FBgn0011276]"
"14328",41919,"Q9VF26","FBgn0003483","spn-E","spindle E [Source:FlyBase;Acc:FBgn0003483]"
"14329",42428,"","FBgn0016917","Stat92E","Signal-transducer and activator of transcription protein at 92E [Source:FlyBase;Acc:FBgn0016917]"
"14330",42428,"Q24151","FBgn0016917","Stat92E","Signal-transducer and activator of transcription protein at 92E [Source:FlyBase;Acc:FBgn0016917]"
"14331",32398,"Q24567","FBgn0015773","NetA","Netrin-A [Source:FlyBase;Acc:FBgn0015773]"
"14332",32398,"","FBgn0015773","NetA","Netrin-A [Source:FlyBase;Acc:FBgn0015773]"
"14333",43905,"","FBgn0024187","syd","sunday driver [Source:FlyBase;Acc:FBgn0024187]"
"14334",43905,"Q9GQF1","FBgn0024187","syd","sunday driver [Source:FlyBase;Acc:FBgn0024187]"
"14335",39582,"","FBgn0036423","CG3919",""
"14336",40003,"Q9VVN4","FBgn0002901","mus304","mutagen-sensitive 304 [Source:FlyBase;Acc:FBgn0002901]"
"14337",45783,"","FBgn0027079","ValRS","Valyl-tRNA synthetase [Source:FlyBase;Acc:FBgn0027079]"
"14338",41746,"","FBgn0003480","spn-B","spindle B [Source:FlyBase;Acc:FBgn0003480]"
"14339",326136,"","FBgn0051410","Npc2e","Niemann-Pick type C-2e [Source:FlyBase;Acc:FBgn0051410]"
"14340",36048,"","FBgn0262169","magu",""
"14341",44861,"","FBgn0261873","sdt","stardust [Source:FlyBase;Acc:FBgn0261873]"
"14342",34275,"","FBgn0032130","CG3838",""
"14343",3772719,"","FBgn0053964","CG33964",""
"14344",35996,"","FBgn0033437","CG12926",""
"14345",43696,"","FBgn0039833","CG15564",""
"14346",39243,"","FBgn0036126","Irbp18","Inverted repeat binding protein 18 kDa [Source:FlyBase;Acc:FBgn0036126]"
"14347",34749,"","FBgn0032513","CG6565",""
"14348",32090,"","FBgn0030301","HP5","Heterochromatin protein 5 [Source:FlyBase;Acc:FBgn0030301]"
"14349",26067057,"","FBgn0267592","CCY","Coiled-Coils Y [Source:FlyBase;Acc:FBgn0267592]"
"14350",40415,"","FBgn0037121","Rpb8",""
"14351",43103,"","FBgn0039359","RpL27","Ribosomal protein L27 [Source:FlyBase;Acc:FBgn0039359]"
"14352",31030,"","FBgn0260855","Sec22","Secretory 22 [Source:FlyBase;Acc:FBgn0260855]"
"14353",34836,"","FBgn0264253","Send2","Spermathecal endopeptidase 2 [Source:FlyBase;Acc:FBgn0264253]"
"14354",34299,"Q9VL84","FBgn0065109","ppk11","pickpocket 11 [Source:FlyBase;Acc:FBgn0065109]"
"14355",40613,"","FBgn0037290","CG1124",""
"14356",43697,"","FBgn0051005","qless",""
"14357",37212,"","FBgn0034428","CG18606",""
"14358",33826,"","FBgn0031753","CG13999",""
"14359",32917,"","FBgn0031004","CG7992",""
"14360",45682,"Q9U9Q4","FBgn0022023","eIF3h","eukaryotic translation initiation factor 3 subunit h [Source:FlyBase;Acc:FBgn0022023]"
"14361",38354,"","FBgn0035382","Or63a","Odorant receptor 63a [Source:FlyBase;Acc:FBgn0035382]"
"14362",38354,"Q9VZW8","FBgn0035382","Or63a","Odorant receptor 63a [Source:FlyBase;Acc:FBgn0035382]"
"14363",34544,"","FBgn0032343","CG6201",""
"14364",31152,"","FBgn0052801","CG32801",""
"14365",35943,"","FBgn0033392","CG8027",""
"14366",36800,"","FBgn0034094","Tsf3","Transferrin 3 [Source:FlyBase;Acc:FBgn0034094]"
"14367",246447,"","FBgn0050088","CG30088",""
"14368",40637,"","FBgn0037312","CG11999",""
"14369",37892,"P16395","FBgn0000037","mAChR-A","muscarinic Acetylcholine Receptor, A-type [Source:FlyBase;Acc:FBgn0000037]"
"14370",37892,"","FBgn0000037","mAChR-A","muscarinic Acetylcholine Receptor, A-type [Source:FlyBase;Acc:FBgn0000037]"
"14371",37902,"","FBgn0035007","CG3492",""
"14372",43551,"","FBgn0004622","TkR99D","Tachykinin-like receptor at 99D [Source:FlyBase;Acc:FBgn0004622]"
"14373",43551,"P30975","FBgn0004622","TkR99D","Tachykinin-like receptor at 99D [Source:FlyBase;Acc:FBgn0004622]"
"14374",3772140,"","FBgn0040608","CG14246",""
"14375",33184,"","FBgn0031233","Tbc1d15-17","TBC1 domain family member 15/17 [Source:FlyBase;Acc:FBgn0031233]"
"14376",37181,"","FBgn0034405","Jheh2","Juvenile hormone epoxide hydrolase 2 [Source:FlyBase;Acc:FBgn0034405]"
"14377",3346235,"","FBgn0261872","scaf6","SR-related CTD associated factor 6 [Source:FlyBase;Acc:FBgn0261872]"
"14378",43642,"","FBgn0039795","Spn100A","Serpin 100A [Source:FlyBase;Acc:FBgn0039795]"
"14379",7354378,"A3RLR0","FBgn0259732","tal-3A","tarsal-less 3A [Source:FlyBase;Acc:FBgn0259732]"
"14380",37833,"","FBgn0034959","CG11388",""
"14381",31857,"","FBgn0030101","CG12118",""
"14382",38811,"Q94901","FBgn0011640","lark",""
"14383",317860,"","FBgn0052112","CG32112",""
"14384",36125,"","FBgn0024836","stan","starry night [Source:FlyBase;Acc:FBgn0024836]"
"14385",36125,"Q9V5N8","FBgn0024836","stan","starry night [Source:FlyBase;Acc:FBgn0024836]"
"14386",246572,"","FBgn0050369","CG30369",""
"14387",42539,"","FBgn0038887","CG7907",""
"14388",43461,"","FBgn0039655","CG14507",""
"14389",32045,"O02649","FBgn0015245","Hsp60A","Heat shock protein 60A [Source:FlyBase;Acc:FBgn0015245]"
"14390",40278,"","FBgn0037007","CG5059",""
"14391",34251,"","FBgn0026439","Eaat1","Excitatory amino acid transporter 1 [Source:FlyBase;Acc:FBgn0026439]"
"14392",37155,"","FBgn0034379","CG15073",""
"14393",38500,"Q9V3A6","FBgn0261274","Ero1L","Endoplasmic reticulum oxidoreductin-1-like [Source:FlyBase;Acc:FBgn0261274]"
"14394",326259,"","FBgn0053116","CG33116",""
"14395",31370,"","FBgn0029701","CG12691",""
"14396",40088,"","FBgn0036851","CG14082",""
"14397",40043,"","FBgn0036812","Nufip",""
"14398",37206,"O44342","FBgn0004003","wbl","windbeutel [Source:FlyBase;Acc:FBgn0004003]"
"14399",3771879,"P02255","FBgn0053849","His1:CG33849",""
"14400",3772665,"P02255","FBgn0053849","His1:CG33849",""
"14401",3771910,"P02255","FBgn0053849","His1:CG33849",""
"14402",3771838,"P02255","FBgn0053849","His1:CG33849",""
"14403",3772225,"P02255","FBgn0053849","His1:CG33849",""
"14404",3772702,"P02255","FBgn0053849","His1:CG33849",""
"14405",3772715,"P02255","FBgn0053849","His1:CG33849",""
"14406",3772077,"P02255","FBgn0053849","His1:CG33849",""
"14407",3771803,"P02255","FBgn0053849","His1:CG33849",""
"14408",3771981,"P02255","FBgn0053849","His1:CG33849",""
"14409",3771816,"P02255","FBgn0053849","His1:CG33849",""
"14410",318854,"P02255","FBgn0053849","His1:CG33849",""
"14411",3772409,"P02255","FBgn0053849","His1:CG33849",""
"14412",3771912,"P02255","FBgn0053849","His1:CG33849",""
"14413",3771818,"P02255","FBgn0053849","His1:CG33849",""
"14414",3772004,"P02255","FBgn0053849","His1:CG33849",""
"14415",3772075,"P02255","FBgn0053849","His1:CG33849",""
"14416",45329,"","FBgn0034968","RpL12","Ribosomal protein L12 [Source:FlyBase;Acc:FBgn0034968]"
"14417",38409,"P41964","FBgn0035434","Drsl5","Drosomycin-like 5 [Source:FlyBase;Acc:FBgn0035434]"
"14418",35628,"","FBgn0033138","Tsp42Eq","Tetraspanin 42Eq [Source:FlyBase;Acc:FBgn0033138]"
"14419",NA,"","FBgn0283625","CG46298",""
"14420",38539,"","FBgn0035538","DopEcR","Dopamine/Ecdysteroid receptor [Source:FlyBase;Acc:FBgn0035538]"
"14421",38795,"","FBgn0024542","Neos","Neosin [Source:FlyBase;Acc:FBgn0024542]"
"14422",38145,"","FBgn0025682","scf","supercoiling factor [Source:FlyBase;Acc:FBgn0025682]"
"14423",33237,"","FBgn0031268","cold","coiled [Source:FlyBase;Acc:FBgn0031268]"
"14424",36832,"","FBgn0034120","CG15710",""
"14425",26067038,"","FBgn0047000","CG33946",""
"14426",39765,"","FBgn0010280","Taf4","TBP-associated factor 4 [Source:FlyBase;Acc:FBgn0010280]"
"14427",39765,"P47825","FBgn0010280","Taf4","TBP-associated factor 4 [Source:FlyBase;Acc:FBgn0010280]"
"14428",32174,"","FBgn0052656","Muc11A","Mucin 11A [Source:FlyBase;Acc:FBgn0052656]"
"14429",3771970,"","FBgn0053641","CG33641",""
"14430",41310,"","FBgn0037848","Tsp86D","Tetraspanin 86D [Source:FlyBase;Acc:FBgn0037848]"
"14431",37172,"","FBgn0034396","CG15097",""
"14432",42743,"P20482","FBgn0262975","cnc","cap-n-collar [Source:FlyBase;Acc:FBgn0262975]"
"14433",42743,"","FBgn0262975","cnc","cap-n-collar [Source:FlyBase;Acc:FBgn0262975]"
"14434",41937,"Q9VF08","FBgn0038387","blp","black pearl [Source:FlyBase;Acc:FBgn0038387]"
"14435",43033,"","FBgn0039294","Cad96Cb","Cadherin 96Cb [Source:FlyBase;Acc:FBgn0039294]"
"14436",39168,"","FBgn0036058","CG6707",""
"14437",38826,"","FBgn0035777","CG8563",""
"14438",38088,"","FBgn0025676","CkIIalpha-i3","CKII-alpha subunit interactor-3 [Source:FlyBase;Acc:FBgn0025676]"
"14439",41055,"","FBgn0037633","CG9839",""
"14440",326261,"","FBgn0053121","Spn28Db","Serpin 28Db [Source:FlyBase;Acc:FBgn0053121]"
"14441",NA,"A1Z746","FBgn0000337","cn","cinnabar [Source:FlyBase;Acc:FBgn0000337]"
"14442",40199,"","FBgn0036938","CG14187",""
"14443",5740248,"","FBgn0263233","robls54B","roadblock similar 54B [Source:FlyBase;Acc:FBgn0263233]"
"14444",41694,"P54351","FBgn0266464","Nsf2","N-ethylmaleimide-sensitive factor 2 [Source:FlyBase;Acc:FBgn0266464]"
"14445",33039,"","FBgn0031111","Obp19c","Odorant-binding protein 19c [Source:FlyBase;Acc:FBgn0031111]"
"14446",4379860,"Q0KI28","FBgn0083967","Muted",""
"14447",33056,"Q9VRB3","FBgn0031126","Cyp6v1",""
"14448",37130,"","FBgn0034356","CG10924",""
"14449",31554,"P40423","FBgn0003514","sqh","spaghetti squash [Source:FlyBase;Acc:FBgn0003514]"
"14450",39119,"","FBgn0036018","CG3335",""
"14451",34156,"Q9VLM8","FBgn0027094","AlaRS","Alanyl-tRNA synthetase [Source:FlyBase;Acc:FBgn0027094]"
"14452",35300,"","FBgn0032850","Kua",""
"14453",36244,"","FBgn0033639","CG9003",""
"14454",38493,"Q07327","FBgn0004574","Rop","Ras opposite [Source:FlyBase;Acc:FBgn0004574]"
"14455",12798413,"","FBgn0263040","CG43335",""
"14456",3771941,"P84040","FBgn0053903","His4:CG33903",""
"14457",3772254,"P84040","FBgn0053903","His4:CG33903",""
"14458",3772325,"P84040","FBgn0053903","His4:CG33903",""
"14459",3772319,"P84040","FBgn0053903","His4:CG33903",""
"14460",3772113,"P84040","FBgn0053903","His4:CG33903",""
"14461",3772129,"P84040","FBgn0053903","His4:CG33903",""
"14462",3771935,"P84040","FBgn0053903","His4:CG33903",""
"14463",3771854,"P84040","FBgn0053903","His4:CG33903",""
"14464",3772519,"P84040","FBgn0053903","His4:CG33903",""
"14465",3772211,"P84040","FBgn0053903","His4:CG33903",""
"14466",41773,"P84040","FBgn0053903","His4:CG33903",""
"14467",3772509,"P84040","FBgn0053903","His4:CG33903",""
"14468",3772666,"P84040","FBgn0053903","His4:CG33903",""
"14469",3772314,"P84040","FBgn0053903","His4:CG33903",""
"14470",3771908,"P84040","FBgn0053903","His4:CG33903",""
"14471",3771893,"P84040","FBgn0053903","His4:CG33903",""
"14472",3772317,"P84040","FBgn0053903","His4:CG33903",""
"14473",3771947,"P84040","FBgn0053903","His4:CG33903",""
"14474",3771938,"P84040","FBgn0053903","His4:CG33903",""
"14475",3772708,"P84040","FBgn0053903","His4:CG33903",""
"14476",3772172,"P84040","FBgn0053903","His4:CG33903",""
"14477",318846,"P84040","FBgn0053903","His4:CG33903",""
"14478",3772096,"P84040","FBgn0053903","His4:CG33903",""
"14479",43761,"","FBgn0039886","CG2003",""
"14480",34377,"","FBgn0260749","Utx","Utx histone demethylase [Source:FlyBase;Acc:FBgn0260749]"
"14481",33653,"Q94529","FBgn0019982","Gs1l","GS1-like [Source:FlyBase;Acc:FBgn0019982]"
"14482",33653,"","FBgn0019982","Gs1l","GS1-like [Source:FlyBase;Acc:FBgn0019982]"
"14483",41511,"","FBgn0038028","CG10035",""
"14484",326137,"","FBgn0051419","CG31419",""
"14485",39232,"","FBgn0036116","CG7888",""
"14486",36844,"","FBgn0034132","S-Lap8","Sperm-Leucylaminopeptidase 8 [Source:FlyBase;Acc:FBgn0034132]"
"14487",39230,"","FBgn0052079","CG32079",""
"14488",33734,"Q9VMU8","FBgn0031676","senju",""
"14489",41917,"","FBgn0038369","Arpc3A","Actin-related protein 2/3 complex, subunit 3A [Source:FlyBase;Acc:FBgn0038369]"
"14490",32138,"Q9VYT8","FBgn0030339","Cyp28c1",""
"14491",246487,"","FBgn0050154","CG30154",""
"14492",39556,"","FBgn0036403","CG6661",""
"14493",10178880,"","FBgn0262100","CG42853",""
"14494",34573,"","FBgn0032363","Dlg5","Discs large 5 [Source:FlyBase;Acc:FBgn0032363]"
"14495",8674073,"","FBgn0260756","CG42554",""
"14496",12798230,"","FBgn0262605","CG43131",""
"14497",35407,"","FBgn0032945","CG8665",""
